epoch,f1,lr,signal_eff,signal_pur,step,total_eff,total_pur,train/backward_time_seconds,train/forward_time_seconds,train/forward_time_seconds_per_sample,train/step_time_seconds,train_loss,val_loss
21,0.2723555862903595,0.004900000523775816,0.9959508776664734,0.15784037113189697,1759,0.9959384799003601,0.15807950496673584,,,,,,0.008276671171188354
22,,,,,1799,,,0.0034987819381058216,0.023269997909665108,475633.90625,0.019851969555020332,0.008037213236093521,
22,0.26928025484085083,0.004900000523775816,0.9952043294906616,0.1558028757572174,1839,0.9951841235160828,0.1560378223657608,,,,,,0.008258407935500145
23,,,,,1849,,,0.0030911839567124844,0.02849465049803257,521501.40625,0.024073852226138115,0.008353810757398605,
23,,,,,1899,,,0.0029786929953843355,0.027350949123501778,501225.75,0.026698708534240723,0.008781129494309425,
23,0.28811153769493103,0.004900000523775816,0.9944069981575012,0.1685536950826645,1919,0.9943881034851074,0.16880813241004944,,,,,,0.008461406454443932
24,,,,,1949,,,0.0032084959093481302,0.018521584570407867,438947.34375,0.016392748802900314,0.008428883738815784,
24,,,,,1999,,,0.0033454580698162317,0.027849268168210983,501557.15625,0.02701452374458313,0.007898327894508839,
24,0.2930811941623688,0.004900000523775816,0.9928159713745117,0.17201468348503113,1999,0.9927843809127808,0.17227225005626678,,,,,,0.008717169985175133
25,,,,,2049,,,0.003501731902360916,0.02856353111565113,495842.0625,0.024029962718486786,0.007932108826935291,
25,0.27782362699508667,0.004900000523775816,0.9943006634712219,0.16156888008117676,2079,0.9942819476127625,0.16181282699108124,,,,,,0.008484291844069958
26,,,,,2099,,,0.0024964739568531513,0.028248006477952003,532002.125,0.04106080159544945,0.007701622322201729,
26,,,,,2149,,,0.003493031021207571,0.024366747587919235,501338.96875,0.02109736017882824,0.007984897121787071,
26,0.26980718970298767,0.004900000523775816,0.9944164156913757,0.1561661809682846,2159,0.9943975210189819,0.15640191733837128,,,,,,0.008282439783215523
27,,,,,2199,,,0.003301388118416071,0.02408764325082302,495772.84375,0.028455199673771858,0.008504921570420265,
27,0.2710801661014557,0.004900000523775816,0.9960793256759644,0.1569826602935791,2239,0.9960578680038452,0.15721914172172546,,,,,,0.008195900358259678
28,,,,,2249,,,0.001836212002672255,0.0227082297205925,499950.90625,0.020492710173130035,0.008232811465859413,
28,,,,,2299,,,0.0032800771296024323,0.023909730836749077,501594.9375,0.020438559353351593,0.007983522489666939,
28,0.27039635181427,0.004900000523775816,0.9957612156867981,0.15652582049369812,2319,0.9957402944564819,0.1567617803812027,,,,,,0.008179218508303165
29,,,,,2349,,,0.0034109200350940228,0.029297975823283195,512936.4375,0.025635819882154465,0.008148695342242718,
29,,,,,2399,,,0.003502272069454193,0.023265179246664047,471692.03125,0.02337961085140705,0.008883748203516006,
29,0.2789618968963623,0.00343000004068017,0.9955517053604126,0.1622931957244873,2399,0.995539665222168,0.1625390350818634,,,,,,0.008392760530114174
30,,,,,2449,,,0.0035527520813047886,0.027809347957372665,493287.375,0.03407501056790352,0.007841871120035648,
30,0.29456600546836853,0.00343000004068017,0.9949502944946289,0.17296504974365234,2479,0.9949305653572083,0.17322593927383423,,,,,,0.008387244306504726
31,,,,,2499,,,0.001774862059392035,0.023361291736364365,524842.5625,0.02108374983072281,0.008275405503809452,
31,,,,,2549,,,0.0018028519116342068,0.023030085489153862,511287.71875,0.020589040592312813,0.007942644879221916,
31,0.2800057828426361,0.00343000004068017,0.99603271484375,0.16299933195114136,2559,0.9960115551948547,0.16324523091316223,,,,,,0.008209907449781895
32,,,,,2599,,,0.0029884730465710163,0.02797004021704197,512727.1875,0.02429833635687828,0.008519848808646202,
32,0.2913496196269989,0.00343000004068017,0.9957481622695923,0.17073661088943481,2639,0.9957272410392761,0.17099380493164062,,,,,,0.008348270319402218
33,,,,,2649,,,0.0018079319270327687,0.02317165769636631,515370.96875,0.02112683095037937,0.008146967738866806,
33,,,,,2699,,,0.0037908260710537434,0.03257952257990837,519989.1875,0.02746960148215294,0.007867779582738876,
33,0.2839585542678833,0.00343000004068017,0.9955094456672668,0.16568776965141296,2719,0.9954889416694641,0.16593755781650543,,,,,,0.008291770704090595
34,,,,,2749,,,0.0035785031504929066,0.02998027764260769,501262.875,0.025104181841015816,0.0075472267344594,
34,,,,,2799,,,0.0034155300818383694,0.019241707399487495,422519.6875,0.019742116332054138,0.0081231240183115,
34,0.29457852244377136,0.00343000004068017,0.995437741279602,0.17297357320785522,2799,0.9954174757003784,0.17323456704616547,,,,,,0.00849755760282278
35,,,,,2849,,,0.003523241961374879,0.022137459367513657,436906.5,0.0348588228225708,0.008164862170815468,
35,0.288807213306427,0.00343000004068017,0.9949482083320618,0.16901761293411255,2879,0.9949285387992859,0.16927261650562286,,,,,,0.00831952877342701
36,,,,,2899,,,0.0019188440637663007,0.02333845943212509,504532.0,0.03332819417119026,0.008012307807803154,
36,,,,,2949,,,0.0034582908265292645,0.021547509357333183,429887.28125,0.022116927430033684,0.008352070115506649,
36,0.2861277163028717,0.00343000004068017,0.9957559704780579,0.16717247664928436,2959,0.9957351684570312,0.1674245148897171,,,,,,0.008267019875347614
37,,,,,2999,,,0.003612903878092766,0.023898858577013016,485797.25,0.02040363848209381,0.008052649907767773,
37,0.283765971660614,0.00343000004068017,0.9962831735610962,0.16555145382881165,3039,0.9962615966796875,0.1658010482788086,,,,,,0.008224950172007084
38,,,,,3049,,,0.001788861001841724,0.027857709676027298,539455.6875,0.02433156780898571,0.007751058787107468,
38,,,,,3099,,,0.001804222003556788,0.021806392818689346,485453.96875,0.019244948402047157,0.007665001787245274,
38,0.2923208475112915,0.00343000004068017,0.9960177540779114,0.1713925451040268,3119,0.9959965944290161,0.17165081202983856,,,,,,0.008354542776942253
39,,,,,3149,,,0.004230524878948927,0.02897064760327339,502681.21875,0.02390960045158863,0.00838589295744896,
39,,,,,3199,,,0.0017925719730556011,0.024126872420310974,513079.34375,0.024671562016010284,0.0077587757259607315,
39,0.301053911447525,0.002400999888777733,0.9953595995903015,0.17745007574558258,3199,0.9953393936157227,0.17771771550178528,,,,,,0.008505642414093018
40,,,,,3249,,,0.003438740037381649,0.024722153320908546,506104.78125,0.02125677280128002,0.007822200655937195,
40,0.2910000681877136,0.002400999888777733,0.9949938058853149,0.17051757872104645,3279,0.9949739575386047,0.17077456414699554,,,,,,0.008328554220497608
41,,,,,3299,,,0.0017972519854083657,0.02235693298280239,481103.5625,0.020014571025967598,0.008771281689405441,
41,,,,,3349,,,0.0035721128806471825,0.028756624087691307,517202.59375,0.024494130164384842,0.007780570536851883,
41,0.3095172047615051,0.002400999888777733,0.9951222538948059,0.18336910009384155,3359,0.9951022267341614,0.18364547193050385,,,,,,0.008542443625628948
42,,,,,3399,,,0.0035637631081044674,0.028718743473291397,517641.03125,0.02459734119474888,0.00794176198542118,
42,0.2921186089515686,0.002400999888777733,0.9963224530220032,0.1712571084499359,3439,0.9963008165359497,0.17151519656181335,,,,,,0.00829769205302
43,,,,,3449,,,0.0035702819004654884,0.024070223793387413,496131.65625,0.020437948405742645,0.008107865229249,
43,,,,,3499,,,0.003600283060222864,0.023714205250144005,485784.8125,0.020442919805645943,0.008298985660076141,
43,0.2905181646347046,0.002400999888777733,0.9962137341499329,0.17015650868415833,3519,0.9961921572685242,0.1704128235578537,,,,,,0.00826207734644413
44,,,,,3549,,,0.0035800128243863583,0.023809457197785378,483841.375,0.020235445350408554,0.007961031049489975,
44,,,,,3599,,,0.0033026780001819134,0.023183386772871017,477410.8125,0.02318994700908661,0.007756158709526062,
44,0.2810792326927185,0.002400999888777733,0.9963024258613586,0.16371366381645203,3599,0.9962806701660156,0.16396033763885498,,,,,,0.008147776126861572
45,,,,,3649,,,0.0034407409839332104,0.02997584640979767,540968.875,0.025179171934723854,0.00832209549844265,
45,0.30002957582473755,0.002400999888777733,0.9948899149894714,0.17674696445465088,3679,0.9948705434799194,0.1770135462284088,,,,,,0.008413475938141346
46,,,,,3699,,,0.001899473019875586,0.028777945786714554,539753.625,0.025329865515232086,0.008320393040776253,
46,,,,,3749,,,0.0018204719526693225,0.022290131077170372,498830.625,0.019758936017751694,0.00763867050409317,
46,0.29668372869491577,0.002400999888777733,0.9959119558334351,0.17441238462924957,3759,0.9958907961845398,0.17467539012432098,,,,,,0.008336150087416172
47,,,,,3799,,,0.0018908330239355564,0.03138416260480881,539794.5625,0.026978032663464546,0.007854748517274857,
47,0.31260940432548523,0.002400999888777733,0.9950760006904602,0.18553480505943298,3839,0.9950562715530396,0.1858145296573639,,,,,,0.008577321656048298
48,,,,,3849,,,0.004364775959402323,0.029627790674567223,501724.875,0.024813255295157433,0.007950928062200546,
48,,,,,3899,,,0.0033317790366709232,0.023650284856557846,474243.75,0.020133312791585922,0.007897356525063515,
48,0.2996949255466461,0.002400999888777733,0.9958990216255188,0.17648181319236755,3919,0.9958780407905579,0.17674779891967773,,,,,,0.008383607491850853
49,,,,,3949,,,0.0019919949118047953,0.02308967523276806,507716.125,0.024116002023220062,0.007808532565832138,
49,,,,,3999,,,0.0018872229848057032,0.02832074649631977,538615.75,0.028414789587259293,0.008204416371881962,
49,0.30764320492744446,0.0016806998755782843,0.9955335855484009,0.18204277753829956,3999,0.9955130815505981,0.18231725692749023,,,,,,0.008470671251416206
50,,,,,4049,,,0.0018834229558706284,0.023444171994924545,511555.71875,0.034260060638189316,0.007967216894030571,
50,0.28925955295562744,0.0016806998755782843,0.9956860542297363,0.16929768025875092,4079,0.9956653714179993,0.16955284774303436,,,,,,0.008203371427953243
51,,,,,4099,,,0.0018291020533069968,0.026135068386793137,492824.40625,0.02262776717543602,0.007951575331389904,
51,,,,,4149,,,0.0018288219580426812,0.023155836388468742,518487.0,0.0208047553896904,0.008014839142560959,
51,0.3034382462501526,0.0016806998755782843,0.9961255788803101,0.1790795624256134,4159,0.99610435962677,0.17934930324554443,,,,,,0.00837173406034708
52,,,,,4199,,,0.003235755953937769,0.027950430288910866,513194.28125,0.023793697357177734,0.008272306062281132,
52,0.30622896552085876,0.0016806998755782843,0.9955320358276367,0.18104495108127594,4239,0.9955116510391235,0.18131794035434723,,,,,,0.00842207856476307
53,,,,,4249,,,0.003454579971730709,0.02393564023077488,489771.71875,0.020397968590259552,0.00774907972663641,
53,,,,,4299,,,0.0034871220123022795,0.024245375767350197,492300.09375,0.021350955590605736,0.007892300374805927,
53,0.3117719888687134,0.0016806998755782843,0.9955929517745972,0.18494077026844025,4319,0.9955723881721497,0.1852196753025055,,,,,,0.008543130941689014
54,,,,,4349,,,0.001862103003077209,0.028058042749762535,536281.125,0.024520941078662872,0.00871503259986639,
54,,,,,4399,,,0.003566071856766939,0.023835957050323486,487079.25,0.020566241815686226,0.007903006859123707,
54,0.31449460983276367,0.0016806998755782843,0.9952467083930969,0.18685856461524963,4399,0.9952265024185181,0.18714027106761932,,,,,,0.008553755469620228
55,,,,,4449,,,0.003633183892816305,0.02464556321501732,494084.90625,0.03805229812860489,0.007707628421485424,
55,0.3030877709388733,0.0016806998755782843,0.9956642985343933,0.17885172367095947,4479,0.9956436157226562,0.17912138998508453,,,,,,0.008363807573914528
56,,,,,4499,,,0.003552432172000408,0.023651596158742905,479587.09375,0.020275836810469627,0.007678723894059658,
56,,,,,4549,,,0.0035439019557088614,0.03375305235385895,547091.25,0.028149133548140526,0.008222173899412155,
56,0.2961525321006775,0.0016806998755782843,0.9962804913520813,0.1740204244852066,4559,0.9962587356567383,0.174282506108284,,,,,,0.008258840069174767
57,,,,,4599,,,0.001830162014812231,0.02771676704287529,533864.5625,0.02415219321846962,0.007791371084749699,
57,0.29976335167884827,0.0016806998755782843,0.9959436655044556,0.17653289437294006,4639,0.9959224462509155,0.17679888010025024,,,,,,0.008323353715240955
58,,,,,4649,,,0.0017874810146167874,0.023558154702186584,520456.71875,0.020975997671484947,0.007990194484591484,
58,,,,,4699,,,0.0018605119548738003,0.023452751338481903,519214.125,0.021006198599934578,0.007612684741616249,
58,0.29761242866516113,0.0016806998755782843,0.9962628483772278,0.17503510415554047,4719,0.9962412714958191,0.175298810005188,,,,,,0.00829114206135273
59,,,,,4749,,,0.0015866480534896255,0.02792002074420452,546346.3125,0.02498924732208252,0.0081558208912611,
59,,,,,4799,,,0.001613207976333797,0.0272003673017025,529294.3125,0.027732476592063904,0.007841533049941063,
59,0.29281914234161377,0.0011764898663386703,0.9963777661323547,0.17172996699810028,4799,0.9963560104370117,0.1719888150691986,,,,,,0.008236993104219437
60,,,,,4849,,,0.0034498111344873905,0.027307769283652306,481071.875,0.022834381088614464,0.007888666354119778,
60,0.30384790897369385,0.0011764898663386703,0.9960583448410034,0.17936983704566956,4879,0.9960371255874634,0.17964009940624237,,,,,,0.008315823040902615
61,,,,,4899,,,0.0034814109094440937,0.02255752682685852,457674.28125,0.019332729279994965,0.007870655506849289,
61,,,,,4949,,,0.003468601033091545,0.023251177743077278,478212.34375,0.01978546753525734,0.007630155421793461,
61,0.30598533153533936,0.0011764898663386703,0.9955295324325562,0.18086175620555878,4959,0.9955090284347534,0.18113428354263306,,,,,,0.008406314067542553
62,,,,,4999,,,0.003500312101095915,0.024530919268727303,499818.21875,0.021224072203040123,0.008061312139034271,
62,0.315202534198761,0.0011764898663386703,0.9954519271850586,0.18735012412071228,5039,0.9954316020011902,0.18763244152069092,,,,,,0.00848046038299799
63,,,,,5049,,,0.001786320935934782,0.022231530398130417,493623.25,0.02030293643474579,0.008543886244297028,
63,,,,,5099,,,0.003517250996083021,0.02424590475857258,492536.8125,0.020801976323127747,0.008013653568923473,
63,0.3037651479244232,0.0011764898663386703,0.9960506558418274,0.17931002378463745,5119,0.9960294961929321,0.1795802265405655,,,,,,0.008333990350365639
64,,,,,5149,,,0.0036948248744010925,0.02870001457631588,495295.9375,0.024118512868881226,0.00860105361789465,
64,,,,,5199,,,0.0038015968166291714,0.02824043482542038,494609.96875,0.02663903869688511,0.007667434401810169,
64,0.3122228682041168,0.0011764898663386703,0.9954729080200195,0.18524347245693207,5199,0.9954525828361511,0.18552269041538239,,,,,,0.008463816717267036
65,,,,,5249,,,0.002870521042495966,0.023638295009732246,509766.0625,0.020516280084848404,0.007983379997313023,
65,0.31048330664634705,0.0011764898663386703,0.9956940412521362,0.1840200126171112,5279,0.9956732988357544,0.18429741263389587,,,,,,0.008430537767708302
66,,,,,5299,,,0.0019637448713183403,0.0273611918091774,517630.9375,0.026823291555047035,0.008266262710094452,
66,,,,,5349,,,0.0034404699690639973,0.024750225245952606,511389.28125,0.021504096686840057,0.00765873771160841,
66,0.30632781982421875,0.0011764898663386703,0.9960652589797974,0.18109343945980072,5359,0.9960439801216125,0.1813662350177765,,,,,,0.008355948142707348
67,,,,,5399,,,0.0018287720158696175,0.023039203137159348,513646.21875,0.02050621062517166,0.007918116636574268,
67,0.3137032985687256,0.0011764898663386703,0.9955968856811523,0.1862851232290268,5439,0.9955762028694153,0.1865658462047577,,,,,,0.008466426283121109
68,,,,,5449,,,0.001786310924217105,0.026698708534240723,513470.5,0.023231318220496178,0.008717380464076996,
68,,,,,5499,,,0.0017976120579987764,0.02232060208916664,498149.65625,0.019680915400385857,0.007590530440211296,
68,0.3048810362815857,0.0011764898663386703,0.9957273602485657,0.18009555339813232,5519,0.9957063794136047,0.18036679923534393,,,,,,0.008352173492312431
69,,,,,5549,,,0.0018413419602438807,0.027652496472001076,537853.8125,0.024547681212425232,0.007681164424866438,
69,,,,,5599,,,0.0019415740389376879,0.02742651104927063,522997.59375,0.028546400368213654,0.00814384687691927,
69,0.30109477043151855,0.0008235430577769876,0.9960106611251831,0.17745187878608704,5599,0.9959894418716431,0.17771925032138824,,,,,,0.008321483619511127
70,,,,,5649,,,0.0033198280725628138,0.026954984292387962,477833.6875,0.0229165218770504,0.007827685214579105,
70,0.3077929615974426,0.0008235430577769876,0.9958063364028931,0.18211905658245087,5679,0.9957853555679321,0.1823934018611908,,,,,,0.008380727842450142
71,,,,,5699,,,0.0018901829607784748,0.02325356751680374,513297.59375,0.030469534918665886,0.007818187586963177,
71,,,,,5749,,,0.003850257024168968,0.027241768315434456,468068.0,0.022630907595157623,0.008707264438271523,
71,0.31479495763778687,0.0008235430577769876,0.9954913854598999,0.18706008791923523,5759,0.9954710006713867,0.18734203279018402,,,,,,0.008471950888633728
72,,,,,5799,,,0.003244257066398859,0.023961521685123444,494501.15625,0.020945407450199127,0.008091330528259277,
72,0.3140324652194977,0.0008235430577769876,0.9957422018051147,0.1865185648202896,5839,0.9957214593887329,0.18679970502853394,,,,,,0.00846242718398571
73,,,,,5849,,,0.0018264020327478647,0.027584074065089226,526535.75,0.02427937649190426,0.00797143392264843,
73,,,,,5899,,,0.003484531072899699,0.02286830171942711,462911.53125,0.01937098056077957,0.0076289102435112,
73,0.3064149022102356,0.0008235430577769876,0.9960996508598328,0.18115639686584473,5919,0.996078372001648,0.18142931163311005,,,,,,0.008337798528373241
74,,,,,5949,,,0.001573197077959776,0.023061705753207207,520039.59375,0.020814865827560425,0.007905594073235989,
74,,,,,5999,,,0.0034984219819307327,0.02281104028224945,453727.65625,0.023170387372374535,0.007711080368608236,
74,0.31739774346351624,0.0008235430577769876,0.9953861236572266,0.18889886140823364,5999,0.9953657984733582,0.1891835629940033,,,,,,0.008496124297380447
75,,,,,6049,,,0.0037113050930202007,0.027897730469703674,470898.53125,0.05474137142300606,0.0078341169282794,
75,0.3077452480792999,0.0008235430577769876,0.9960282444953918,0.1820964366197586,6079,0.9960070848464966,0.18237078189849854,,,,,,0.008374723605811596
76,,,,,6099,,,0.0034879010636359453,0.022727089002728462,455403.65625,0.019524453207850456,0.007645490579307079,
76,,,,,6149,,,0.003479770850390196,0.02351953275501728,482705.1875,0.019988760352134705,0.00809104647487402,
76,0.31043684482574463,0.0008235430577769876,0.9959392547607422,0.18397410213947296,6159,0.9959181547164917,0.18425126373767853,,,,,,0.008397452533245087
77,,,,,6199,,,0.0032387571409344673,0.02457881160080433,509056.3125,0.025253063067793846,0.0074908374808728695,
77,0.30771493911743164,0.0008235430577769876,0.9960252046585083,0.18206581473350525,6239,0.9960039854049683,0.18234007060527802,,,,,,0.008347267284989357
78,,,,,6249,,,0.001790810958482325,0.023908348754048347,526301.5,0.028281446546316147,0.007670322433114052,
78,,,,,6299,,,0.0035022711381316185,0.023189056664705276,473240.46875,0.019769396632909775,0.008636794053018093,
78,0.3132796287536621,0.0008235430577769876,0.9959028959274292,0.18597519397735596,6319,0.9958817362785339,0.18625548481941223,,,,,,0.008424395695328712
79,,,,,6349,,,0.003493992146104574,0.028636183589696884,518923.875,0.024525390937924385,0.008306850679218769,
79,,,,,6399,,,0.0035161920823156834,0.02439603954553604,492129.0625,0.023855138570070267,0.00787001010030508,
79,0.3114722669124603,0.0005764801753684878,0.9956525564193726,0.18470917642116547,6399,0.995631992816925,0.18498751521110535,,,,,,0.008428236469626427
80,,,,,6449,,,0.002021494787186384,0.027517883107066154,507597.1875,0.04810960590839386,0.007709946483373642,
80,0.32023024559020996,0.0005764801753684878,0.9955806732177734,0.19090870022773743,6479,0.9955600500106812,0.19119641184806824,,,,,,0.00850742682814598
81,,,,,6499,,,0.0034549511037766933,0.024742284789681435,508562.5625,0.021454567089676857,0.0076966919004917145,
81,,,,,6549,,,0.0032846080139279366,0.027986761182546616,512706.6875,0.02365298569202423,0.007672217674553394,
81,0.3142399191856384,0.0005764801753684878,0.9956110119819641,0.18665918707847595,6559,0.9955903887748718,0.18694040179252625,,,,,,0.008451206609606743
82,,,,,6599,,,0.003573742927983403,0.028423158451914787,503181.25,0.02405134215950966,0.007609508000314236,
82,0.3081604838371277,0.0005764801753684878,0.9960818290710449,0.18237397074699402,6639,0.9960605502128601,0.18264880776405334,,,,,,0.008344737812876701
83,,,,,6649,,,0.0017655210103839636,0.027550213038921356,513970.625,0.023959340527653694,0.007947929203510284,
83,,,,,6699,,,0.0036345538683235645,0.02790774032473564,477788.5625,0.023063505068421364,0.0076566110365092754,
83,0.3113901615142822,0.0005764801753684878,0.9960123896598816,0.1846422404050827,6719,0.9959912300109863,0.18492045998573303,,,,,,0.008380638435482979
84,,,,,6749,,,0.0035620718263089657,0.02422257512807846,495116.625,0.020677203312516212,0.008086832240223885,
84,,,,,6799,,,0.003489441005513072,0.023394500836730003,479428.90625,0.019719436764717102,0.00799277238547802,
84,0.3083893358707428,0.0005764801753684878,0.9960476756095886,0.18253621459007263,6799,0.9960266351699829,0.18281123042106628,,,,,,0.008343605324625969
85,,,,,6849,,,0.0033790390007197857,0.0217822827398777,444030.59375,0.018747808411717415,0.007785061839967966,
85,0.30882301926612854,0.0005764801753684878,0.9960128664970398,0.18284554779529572,6879,0.9959918260574341,0.183120995759964,,,,,,0.008367124013602734
86,,,,,6899,,,0.0035271020606160164,0.02894674800336361,519160.21875,0.024426618590950966,0.007575133815407753,
