epoch,f1,lr,signal_eff,signal_pur,step,total_eff,total_pur,train/events_per_second_epoch,train/events_per_second_step,train_loss,val_loss
22,0.27049416303634644,0.004900000523775816,0.9955148696899414,0.15659087896347046,1839,0.9955071210861206,0.1568380743265152,,,,0.00833195447921753
22,,,,,1839,,,34.744049072265625,,,
23,,,,,1849,,,,42.13773727416992,0.007862123660743237,
23,,,,,1899,,,,35.81629943847656,0.007600265555083752,
23,0.2595304846763611,0.004900000523775816,0.9959831237792969,0.14929179847240448,1919,0.99598228931427,0.1495285928249359,,,,0.00817327480763197
23,,,,,1919,,,33.62118148803711,,,
24,,,,,1949,,,,38.85546875,0.00849604420363903,
24,,,,,1999,,,,32.86855697631836,0.00792294554412365,
24,0.2821601331233978,0.004900000523775816,0.9933649897575378,0.16451074182987213,1999,0.993360698223114,0.16477079689502716,,,,0.008484667167067528
24,,,,,1999,,,33.85227584838867,,,
25,,,,,2049,,,,38.33388900756836,0.007684584707021713,
25,0.26153913140296936,0.004900000523775816,0.9961115717887878,0.150614395737648,2079,0.9961106181144714,0.150853231549263,,,,0.008138293400406837
25,,,,,2079,,,33.93362808227539,,,
26,,,,,2099,,,,3.5150229930877686,0.007759389467537403,
26,,,,,2149,,,,33.48224639892578,0.007894208654761314,
26,0.2711835503578186,0.004900000523775816,0.9958632588386536,0.1570519506931305,2159,0.995862603187561,0.157301127910614,,,,0.008265959098935127
26,,,,,2159,,,33.168766021728516,,,
27,,,,,2199,,,,34.0113525390625,0.008070900104939938,
27,0.2744225859642029,0.004900000523775816,0.9953240156173706,0.1592322438955307,2239,0.9953242540359497,0.1594848483800888,,,,0.008374691940844059
27,,,,,2239,,,34.12916946411133,,,
28,,,,,2249,,,,41.04305648803711,0.008340185508131981,
28,,,,,2299,,,,40.428958892822266,0.008913745172321796,
28,0.269783079624176,0.004900000523775816,0.9957221746444702,0.1560964435338974,2319,0.9957218170166016,0.15634383261203766,,,,0.008219795301556587
28,,,,,2319,,,34.169090270996094,,,
29,,,,,2349,,,,36.68205261230469,0.007975759916007519,
29,,,,,2399,,,,31.878381729125977,0.008803803473711014,
29,0.27459612488746643,0.00343000004068017,0.9956554174423218,0.15934300422668457,2399,0.9956551790237427,0.15959563851356506,,,,0.008300155401229858
29,,,,,2399,,,33.58543395996094,,,
30,,,,,2449,,,,39.38438034057617,0.007579362951219082,
30,0.286935418844223,0.00343000004068017,0.9939314723014832,0.16775020956993103,2479,0.9939336776733398,0.16801658272743225,,,,0.008410739712417126
30,,,,,2479,,,34.70035171508789,,,
31,,,,,2499,,,,39.477081298828125,0.00918104499578476,
31,,,,,2549,,,,34.86838912963867,0.008040189743041992,
31,0.27485769987106323,0.00343000004068017,0.9951621294021606,0.15952646732330322,2559,0.9951624870300293,0.15977956354618073,,,,0.008219411596655846
31,,,,,2559,,,34.15665817260742,,,
32,,,,,2599,,,,37.884193420410156,0.008556578308343887,
32,0.27172785997390747,0.00343000004068017,0.9959931373596191,0.15741026401519775,2639,0.9959923028945923,0.1576598882675171,,,,0.008200461976230145
32,,,,,2639,,,34.07865524291992,,,
33,,,,,2649,,,,40.4039192199707,0.008002715185284615,
33,,,,,2699,,,,34.47862243652344,0.00794904213398695,
33,0.28223296999931335,0.00343000004068017,0.9956199526786804,0.16450664401054382,2719,0.9956196546554565,0.1647675335407257,,,,0.008362429216504097
33,,,,,2719,,,35.04460525512695,,,
34,,,,,2749,,,,34.40570068359375,0.007641692645847797,
34,,,,,2799,,,,40.02561950683594,0.008236749097704887,
34,0.2818985879421234,0.00343000004068017,0.995766282081604,0.16427437961101532,2799,0.9957656860351562,0.16453473269939423,,,,0.008303293958306313
34,,,,,2799,,,34.85327911376953,,,
35,,,,,2849,,,,40.17329788208008,0.008302615955471992,
35,0.27820533514022827,0.00343000004068017,0.9953595995903015,0.16177517175674438,2879,0.9953598976135254,0.16203171014785767,,,,0.00827947910875082
35,,,,,2879,,,33.89109420776367,,,
36,,,,,2899,,,,32.45079040527344,0.007964037358760834,
36,,,,,2949,,,,31.980955123901367,0.007942614145576954,
36,0.28321439027786255,0.00343000004068017,0.995876669883728,0.16516394913196564,2959,0.9958760142326355,0.16542582213878632,,,,0.008286540396511555
36,,,,,2959,,,34.97279739379883,,,
37,,,,,2999,,,,40.178218841552734,0.00822620838880539,
37,0.2791897654533386,0.00343000004068017,0.9960206151008606,0.16242310404777527,3039,0.996019721031189,0.162680521607399,,,,0.008236831054091454
37,,,,,3039,,,35.38562774658203,,,
38,,,,,3049,,,,50.70603942871094,0.007603085599839687,
38,,,,,3099,,,,35.51072692871094,0.007796713151037693,
38,0.27931568026542664,0.00343000004068017,0.9958575367927551,0.1625201404094696,3119,0.995856761932373,0.16277776658535004,,,,0.008287763223052025
38,,,,,3119,,,33.430747985839844,,,
39,,,,,3149,,,,34.44001770019531,0.008115170523524284,
39,,,,,3199,,,,34.65330505371094,0.007887227460741997,
39,0.2911067008972168,0.002400999888777733,0.9950951337814331,0.17057189345359802,3199,0.9950957298278809,0.17084243893623352,,,,0.008426140993833542
39,,,,,3199,,,34.29364013671875,,,
40,,,,,3249,,,,34.01396942138672,0.00785740278661251,
40,0.28791189193725586,0.002400999888777733,0.9956611394882202,0.1683659851551056,3279,0.9956607818603516,0.16863292455673218,,,,0.008308826014399529
40,,,,,3279,,,34.29331970214844,,,
41,,,,,3299,,,,34.78543472290039,0.007711436599493027,
41,,,,,3349,,,,34.12028884887695,0.007839402183890343,
41,0.2981017529964447,0.002400999888777733,0.995124340057373,0.1753896176815033,3359,0.9951248168945312,0.17566761374473572,,,,0.008440964855253696
41,,,,,3359,,,33.616722106933594,,,
42,,,,,3399,,,,32.58073043823242,0.0079342070966959,
42,0.28771039843559265,0.002400999888777733,0.9958178400993347,0.16822685301303864,3439,0.9958173036575317,0.16849343478679657,,,,0.008333186618983746
42,,,,,3439,,,33.50403594970703,,,
43,,,,,3449,,,,32.58766555786133,0.007997468113899231,
43,,,,,3499,,,,40.839698791503906,0.008060047402977943,
43,0.2899913191795349,0.002400999888777733,0.9948762059211731,0.16981905698776245,3519,0.9948770403862,0.1700884997844696,,,,0.008326932787895203
43,,,,,3519,,,35.21854019165039,,,
44,,,,,3549,,,,34.755428314208984,0.008115521632134914,
44,,,,,3599,,,,37.95456314086914,0.007689603604376316,
44,0.2937277555465698,0.002400999888777733,0.9958070516586304,0.17236469686031342,3599,0.9958065152168274,0.1726379096508026,,,,0.00835439283400774
44,,,,,3599,,,34.546932220458984,,,
45,,,,,3649,,,,23.925153732299805,0.008154556155204773,
45,0.2907642722129822,0.002400999888777733,0.9958842992782593,0.17032067477703094,3679,0.9958836436271667,0.17059065401554108,,,,0.008313496597111225
45,,,,,3679,,,34.145450592041016,,,
46,,,,,3699,,,,38.72795104980469,0.007827075198292732,
46,,,,,3749,,,,33.569602966308594,0.008135254494845867,
46,0.28555354475975037,0.002400999888777733,0.9955711364746094,0.16676881909370422,3759,0.995570957660675,0.16703325510025024,,,,0.008305540308356285
46,,,,,3759,,,33.6659049987793,,,
47,,,,,3799,,,,42.413509368896484,0.007771325297653675,
47,0.2926780879497528,0.002400999888777733,0.9958817362785339,0.17163342237472534,3839,0.9958812594413757,0.17190547287464142,,,,0.008372033014893532
47,,,,,3839,,,33.92518615722656,,,
48,,,,,3849,,,,41.375152587890625,0.008206487633287907,
48,,,,,3899,,,,40.94548034667969,0.007962331175804138,
48,0.3075965642929077,0.002400999888777733,0.9951092600822449,0.18200208246707916,3919,0.9951097369194031,0.18229058384895325,,,,0.008581286296248436
48,,,,,3919,,,34.4768180847168,,,
49,,,,,3949,,,,41.9232063293457,0.008154870942234993,
49,,,,,3999,,,,32.38209533691406,0.008170615881681442,
49,0.3064422011375427,0.0016806998755782843,0.9953926205635071,0.18117934465408325,3999,0.9953926801681519,0.18146641552448273,,,,0.008495083078742027
49,,,,,3999,,,33.36690902709961,,,
50,,,,,4049,,,,34.34565734863281,0.008802688680589199,
50,0.2913435101509094,0.0016806998755782843,0.9960569143295288,0.1707111895084381,4079,0.9960559606552124,0.17098172008991241,,,,0.008285975083708763
50,,,,,4079,,,34.092933654785156,,,
51,,,,,4099,,,,29.386615753173828,0.007693646475672722,
51,,,,,4149,,,,33.59949493408203,0.008444269187748432,
51,0.29751598834991455,0.0016806998755782843,0.9957571029663086,0.1749674528837204,4159,0.9957566261291504,0.17524470388889313,,,,0.008376384153962135
51,,,,,4159,,,33.995704650878906,,,
52,,,,,4199,,,,41.26373291015625,0.007792560383677483,
52,0.3134302496910095,0.0016806998755782843,0.995204746723175,0.18609312176704407,4239,0.9952052235603333,0.18638810515403748,,,,0.008593456819653511
52,,,,,4239,,,34.35673522949219,,,
53,,,,,4249,,,,35.47193145751953,0.007994757033884525,
53,,,,,4299,,,,40.306365966796875,0.008059662766754627,
53,0.3001081049442291,0.0016806998755782843,0.9955956339836121,0.17676959931850433,4319,0.9955953359603882,0.17704972624778748,,,,0.008377614431083202
53,,,,,4319,,,34.61593246459961,,,
54,,,,,4349,,,,35.6210823059082,0.007870654575526714,
54,,,,,4399,,,,35.85973358154297,0.008226362057030201,
54,0.30136916041374207,0.0016806998755782843,0.9955631494522095,0.1776464730501175,4399,0.9955629110336304,0.17792800068855286,,,,0.008395826444029808
54,,,,,4399,,,33.92244338989258,,,
55,,,,,4449,,,,34.05512619018555,0.008086292073130608,
55,0.2881031930446625,0.0016806998755782843,0.9956098794937134,0.16850540041923523,4479,0.9956095814704895,0.16877253353595734,,,,0.008238857612013817
55,,,,,4479,,,34.73546600341797,,,
56,,,,,4499,,,,41.703556060791016,0.007876541465520859,
56,,,,,4549,,,,34.74673080444336,0.008814780972898006,
56,0.28998640179634094,0.0016806998755782843,0.9960252046585083,0.1697896271944046,4559,0.9960242509841919,0.17005865275859833,,,,0.008260879665613174
56,,,,,4559,,,33.91272735595703,,,
57,,,,,4599,,,,34.311683654785156,0.0075487904250621796,
57,0.29615747928619385,0.0016806998755782843,0.9958474040031433,0.17402383685112,4639,0.9958469271659851,0.1742994785308838,,,,0.008334632031619549
57,,,,,4639,,,34.679931640625,,,
58,,,,,4649,,,,34.58574295043945,0.008818731643259525,
58,,,,,4699,,,,34.19009780883789,0.008004557341337204,
58,0.299194872379303,0.0016806998755782843,0.9956501722335815,0.17613980174064636,4719,0.9956499338150024,0.17641893029212952,,,,0.008387812413275242
58,,,,,4719,,,34.844932556152344,,,
59,,,,,4749,,,,32.19136047363281,0.008006403222680092,
59,,,,,4799,,,,39.78721618652344,0.008034119382500648,
59,0.30212491750717163,0.0011764898663386703,0.9957793354988098,0.1781708151102066,4799,0.9957788586616516,0.17845311760902405,,,,0.008414466865360737
59,,,,,4799,,,35.371337890625,,,
60,,,,,4849,,,,18.85406494140625,0.007862415164709091,
60,0.30751103162765503,0.0011764898663386703,0.9954415559768677,0.18192079663276672,4879,0.9954415559768677,0.18220895528793335,,,,0.008454756811261177
60,,,,,4879,,,33.392486572265625,,,
61,,,,,4899,,,,38.30821990966797,0.008133478462696075,
61,,,,,4949,,,,35.4777946472168,0.007841048762202263,
61,0.30498871207237244,0.0011764898663386703,0.9955394864082336,0.1801666021347046,4959,0.9955393075942993,0.1804521083831787,,,,0.008408686146140099
61,,,,,4959,,,33.8235969543457,,,
62,,,,,4999,,,,36.219017028808594,0.009043928235769272,
62,0.30243077874183655,0.0011764898663386703,0.9955514669418335,0.17838534712791443,5039,0.9955512881278992,0.1786680817604065,,,,0.008378935977816582
62,,,,,5039,,,34.95603942871094,,,
63,,,,,5049,,,,47.2249870300293,0.008889562450349331,
63,,,,,5099,,,,34.06861877441406,0.007806392386555672,
63,0.3039536774158478,0.0011764898663386703,0.9956329464912415,0.17943653464317322,5119,0.995632529258728,0.17972080409526825,,,,0.008399451151490211
63,,,,,5119,,,33.899818420410156,,,
64,,,,,5149,,,,40.64287185668945,0.00830871518701315,
64,,,,,5199,,,,33.04099655151367,0.007635691203176975,
64,0.30440378189086914,0.0011764898663386703,0.9956157803535461,0.17975468933582306,5199,0.9956154823303223,0.18003955483436584,,,,0.008400448597967625
64,,,,,5199,,,33.24942398071289,,,
65,,,,,5249,,,,35.47783279418945,0.007819412276148796,
65,0.30493655800819397,0.0011764898663386703,0.9959505200386047,0.18012219667434692,5279,0.9959496259689331,0.1804075986146927,,,,0.008409500122070312
65,,,,,5279,,,34.98122787475586,,,
66,,,,,5299,,,,34.980796813964844,0.007599073462188244,
66,,,,,5349,,,,35.182777404785156,0.007599064148962498,
66,0.3001619875431061,0.0011764898663386703,0.9957178235054016,0.17680616676807404,5359,0.9957174062728882,0.17708636820316315,,,,0.008351214230060577
66,,,,,5359,,,34.264427185058594,,,
67,,,,,5399,,,,40.93326187133789,0.008196316659450531,
67,0.3087431490421295,0.0011764898663386703,0.9957095980644226,0.18279139697551727,5439,0.995709240436554,0.1830810159444809,,,,0.00848486926406622
67,,,,,5439,,,35.5838508605957,,,
68,,,,,5449,,,,41.02537536621094,0.007563735358417034,
68,,,,,5499,,,,39.637393951416016,0.007959846407175064,
68,0.29547441005706787,0.0011764898663386703,0.9959867596626282,0.173550084233284,5519,0.9959859848022461,0.1738249659538269,,,,0.00827005598694086
68,,,,,5519,,,33.84809875488281,,,
69,,,,,5549,,,,34.44134521484375,0.007803003303706646,
69,,,,,5599,,,,38.15238571166992,0.007967857643961906,
69,0.30380937457084656,0.0008235430577769876,0.995629608631134,0.17933669686317444,5599,0.9956293106079102,0.1796209216117859,,,,0.008395425975322723
69,,,,,5599,,,34.52208709716797,,,
70,,,,,5649,,,,17.733150482177734,0.007588430307805538,
70,0.30334562063217163,0.0008235430577769876,0.9959207773208618,0.1790151298046112,5679,0.9959200024604797,0.17929880321025848,,,,0.008367314003407955
70,,,,,5679,,,34.06550598144531,,,
71,,,,,5699,,,,34.133705139160156,0.007925978861749172,
71,,,,,5749,,,,34.987972259521484,0.008060828782618046,
71,0.30399462580680847,0.0008235430577769876,0.9958314895629883,0.17946568131446838,5759,0.9958308935165405,0.1797499805688858,,,,0.008360615000128746
71,,,,,5759,,,33.940494537353516,,,
72,,,,,5799,,,,36.2573127746582,0.007695449516177177,
72,0.3060433268547058,0.0008235430577769876,0.9956104159355164,0.18089324235916138,5839,0.995610237121582,0.18117985129356384,,,,0.008389142341911793
72,,,,,5839,,,33.89192199707031,,,
73,,,,,5849,,,,35.97319412231445,0.0076164365746080875,
73,,,,,5899,,,,33.56695556640625,0.007738711778074503,
73,0.30691224336624146,0.0008235430577769876,0.9959394335746765,0.1814999133348465,5919,0.9959386587142944,0.1817874014377594,,,,0.00839220266789198
73,,,,,5919,,,34.08637237548828,,,
74,,,,,5949,,,,39.59915542602539,0.008665472269058228,
74,,,,,5999,,,,31.088394165039062,0.007966088131070137,
74,0.31143730878829956,0.0008235430577769876,0.9957035779953003,0.1846742331981659,5999,0.9957031011581421,0.1849667727947235,,,,0.008462829515337944
74,,,,,5999,,,34.58585739135742,,,
75,,,,,6049,,,,39.86159896850586,0.007687102071940899,
75,0.3071572184562683,0.0008235430577769876,0.9958332180976868,0.18167616426944733,6079,0.995832622051239,0.1819639950990677,,,,0.008398504927754402
75,,,,,6079,,,34.91441345214844,,,
76,,,,,6099,,,,41.18343734741211,0.007826102897524834,
76,,,,,6149,,,,43.13227081298828,0.00787996407598257,
76,0.3083435595035553,0.0008235430577769876,0.995799720287323,0.18250353634357452,6159,0.99579918384552,0.18279269337654114,,,,0.0084226718172431
76,,,,,6159,,,34.62311935424805,,,
77,,,,,6199,,,,40.3325080871582,0.007778450846672058,
77,0.31006932258605957,0.0008235430577769876,0.995593249797821,0.18371471762657166,6239,0.9955930709838867,0.1840057671070099,,,,0.008435947820544243
77,,,,,6239,,,34.40364456176758,,,
78,,,,,6249,,,,38.49808883666992,0.008269366808235645,
78,,,,,6299,,,,42.064849853515625,0.008648024871945381,
78,0.3124268651008606,0.0008235430577769876,0.9958027005195618,0.18536730110645294,6319,0.9958020448684692,0.1856609731912613,,,,0.008484282530844212
78,,,,,6319,,,34.666072845458984,,,
79,,,,,6349,,,,34.37892150878906,0.007632308639585972,
79,,,,,6399,,,,31.094552993774414,0.008379587903618813,
79,0.30606406927108765,0.0005764801753684878,0.9957992434501648,0.18090049922466278,6399,0.9957987070083618,0.18118703365325928,,,,0.00837375596165657
79,,,,,6399,,,34.186649322509766,,,
80,,,,,6449,,,,38.859214782714844,0.007627336774021387,
80,0.3114478886127472,0.0005764801753684878,0.9956973791122437,0.184684157371521,6479,0.9956968426704407,0.18497678637504578,,,,0.008440357632935047
80,,,,,6479,,,34.07450866699219,,,
81,,,,,6499,,,,42.9357795715332,0.008234276436269283,
81,,,,,6549,,,,41.206939697265625,0.007633786182850599,
81,0.30190449953079224,0.0005764801753684878,0.9959751963615417,0.1780022382736206,6559,0.9959743618965149,0.17828424274921417,,,,0.008310655131936073
81,,,,,6559,,,34.783260345458984,,,
82,,,,,6599,,,,43.97475814819336,0.0074546802788972855,
82,0.3081674575805664,0.0005764801753684878,0.9958345293998718,0.1823771893978119,6639,0.9958339929580688,0.1826661378145218,,,,0.008421050384640694
82,,,,,6639,,,35.557926177978516,,,
83,,,,,6649,,,,41.674964904785156,0.00844293087720871,
83,,,,,6699,,,,35.55007553100586,0.007639558520168066,
83,0.30703336000442505,0.0005764801753684878,0.9957808256149292,0.1815841943025589,6719,0.9957802891731262,0.18187180161476135,,,,0.008378051221370697
83,,,,,6719,,,34.78672409057617,,,
84,,,,,6749,,,,40.49136734008789,0.008687774650752544,
84,,,,,6799,,,,41.384796142578125,0.008061831817030907,
84,0.31124192476272583,0.0005764801753684878,0.9954909086227417,0.18454521894454956,6799,0.9954908490180969,0.18483765423297882,,,,0.0084496159106493
84,,,,,6799,,,34.97028350830078,,,
85,,,,,6849,,,,34.03841018676758,0.008093755692243576,
85,0.3059462308883667,0.0005764801753684878,0.9958378076553345,0.1808214783668518,6879,0.995837390422821,0.18110792338848114,,,,0.008361218497157097
85,,,,,6879,,,34.580589294433594,,,
86,,,,,6899,,,,26.019702911376953,0.007593186106532812,
86,,,,,6949,,,,31.528507232666016,0.008145574480295181,
86,0.30395495891571045,0.0005764801753684878,0.9960834383964539,0.17943207919597626,6959,0.9960824251174927,0.1797163188457489,,,,0.008336992934346199
86,,,,,6959,,,34.37940216064453,,,
87,,,,,6999,,,,33.99263381958008,0.008004001341760159,
87,0.3127477765083313,0.0005764801753684878,0.9957698583602905,0.1855962574481964,7039,0.9957693219184875,0.1858902871608734,,,,0.008465025573968887
87,,,,,7039,,,35.22339630126953,,,
88,,,,,7049,,,,39.16991424560547,0.007827213034033775,
88,,,,,7099,,,,34.349220275878906,0.008862552233040333,
88,0.3132326006889343,0.0005764801753684878,0.995741069316864,0.18593741953372955,7119,0.9957405924797058,0.18623194098472595,,,,0.008465023711323738
88,,,,,7119,,,34.92238998413086,,,
89,,,,,7149,,,,41.98487854003906,0.007700953632593155,
89,,,,,7199,,,,34.284095764160156,0.007557834032922983,
89,0.30573979020118713,0.00040353607619181275,0.9958882331848145,0.18067657947540283,7199,0.9958874583244324,0.18096277117729187,,,,0.008371418341994286
89,,,,,7199,,,34.041595458984375,,,
90,,,,,7249,,,,33.671775817871094,0.008009441196918488,
90,0.30736029148101807,0.00040353607619181275,0.9959927797317505,0.18180713057518005,7279,0.9959918856620789,0.18209514021873474,,,,0.008375601842999458
90,,,,,7279,,,34.70771408081055,,,
91,,,,,7299,,,,33.901893615722656,0.007787482813000679,
91,,,,,7349,,,,39.2784423828125,0.00796566717326641,
91,0.3088226020336151,0.00040353607619181275,0.9958587884902954,0.182837575674057,7359,0.9958580732345581,0.18312719464302063,,,,0.008393666706979275
91,,,,,7359,,,33.704261779785156,,,
92,,,,,7399,,,,43.759193420410156,0.00750275794416666,
92,0.30923590064048767,0.00040353607619181275,0.9958915710449219,0.1831217110157013,7439,0.9958909749984741,0.18341176211833954,,,,0.00839064922183752
92,,,,,7439,,,35.15679168701172,,,
93,,,,,7449,,,,35.210514068603516,0.007675980217754841,
93,,,,,7499,,,,33.22361755371094,0.007836474105715752,
93,0.3042386770248413,0.00040353607619181275,0.9959812164306641,0.17962196469306946,7519,0.9959803819656372,0.17990642786026,,,,0.008324017748236656
93,,,,,7519,,,34.776573181152344,,,
94,,,,,7549,,,,39.63200378417969,0.00764205027371645,
94,,,,,7599,,,,40.741477966308594,0.007556658238172531,
94,0.30766913294792175,0.00040353607619181275,0.9959618449211121,0.1820230633020401,7599,0.99596107006073,0.18231137096881866,,,,0.008364912122488022
94,,,,,7599,,,34.40721893310547,,,
95,,,,,7649,,,,23.308256149291992,0.008096070028841496,
95,0.3078209161758423,0.00040353607619181275,0.9959321022033691,0.18212953209877014,7679,0.9959314465522766,0.18241803348064423,,,,0.008369690738618374
95,,,,,7679,,,34.7978515625,,,
96,,,,,7699,,,,39.015316009521484,0.00788157805800438,
96,,,,,7749,,,,39.268959045410156,0.00784267671406269,
96,0.30736345052719116,0.00040353607619181275,0.9959023594856262,0.18181157112121582,7759,0.9959017038345337,0.18209955096244812,,,,0.0083549153059721
96,,,,,7759,,,34.256797790527344,,,
97,,,,,7799,,,,41.33574676513672,0.008013563230633736,
97,0.30276402831077576,0.00040353607619181275,0.9960545301437378,0.17860229313373566,7839,0.9960535764694214,0.17888525128364563,,,,0.008302233181893826
97,,,,,7839,,,34.15522384643555,,,
98,,,,,7849,,,,35.71197509765625,0.008337218314409256,
